LAKE_ID,LOCATION_ID,LOCATION_TYPE,SAMPLE_TIME,DATA_PROVIDER,HS_HAB_STATUS,HS_HAB_STATUS_DATE,HFD_EXTENT,INFORMATION_TYPE
0707SKA0193,0707SKA0193_3501,SHORE,"9/6/2020, 6:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3501,SHORE,"9/8/2020, 11:45 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3501,SHORE,"9/9/2020, 6:00 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3501,SHORE,"9/15/2020, 3:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3501,SHORE,"9/25/2020, 6:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3501,SHORE,"10/5/2020, 5:45 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/15/2018, 8:00 PM",SKA,CONFIRMED WITH HIGH TOXINS,"10/4/2018, 8:00 PM",NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3502,SHORE,"9/15/2018, 8:00 PM",SKA,CONFIRMED,"9/18/2018, 8:00 PM",NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3502,SHORE,"7/17/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"7/24/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/2/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/7/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/21/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/28/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/4/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/11/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/18/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/21/2019, 8:00 PM",SKA,NO BLOOM,,SMALL LOCALIZED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/25/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"10/10/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"7/19/2020, 11:29 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"7/24/2020, 2:24 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"7/30/2020, 7:07 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/5/2020, 3:12 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/12/2020, 4:40 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/19/2020, 2:31 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"8/26/2020, 3:17 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/2/2020, 4:23 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/9/2020, 3:48 PM",SKA,CONFIRMED,"9/8/2020, 8:00 PM",SMALL LOCALIZED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/16/2020, 4:59 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/24/2020, 2:24 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"9/25/2020, 2:46 PM",SKA,CONFIRMED,"9/24/2020, 8:00 PM",LARGE LOCALIZED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"10/1/2020, 5:26 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"10/7/2020, 2:35 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3502,SHORE,"10/14/2020, 10:14 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/21/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/28/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/12/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/19/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/26/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/2/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/9/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/22/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/30/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"10/7/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"10/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/14/2020, 5:00 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/21/2020, 3:34 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"7/28/2020, 1:41 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/4/2020, 12:26 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/10/2020, 11:07 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/18/2020, 3:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"8/25/2020, 5:01 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/1/2020, 3:25 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/8/2020, 9:29 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/15/2020, 8:48 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/22/2020, 9:56 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"9/29/2020, 1:25 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"10/7/2020, 4:45 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3503,SHORE,"10/13/2020, 1:29 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/10/2018, 8:00 PM",SKA,NO BLOOM,"8/13/2018, 8:00 PM",NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3504,SHORE,"7/21/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"7/28/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/4/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/11/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/18/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/25/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"9/2/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"9/10/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"9/20/2019, 8:00 PM",SKA,SUSPICIOUS,"9/24/2019, 8:00 PM",SMALL LOCALIZED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"7/14/2020, 8:00 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"7/21/2020, 12:34 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"7/28/2020, 2:00 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/3/2020, 1:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3504,SHORE,"8/10/2020, 5:34 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/14/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/21/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/28/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/4/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/12/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/18/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/25/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/2/2019, 8:00 PM",SKA,CONFIRMED,"9/4/2019, 8:00 PM",SMALL LOCALIZED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3506,SHORE,"9/8/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/20/2019, 8:00 PM",SKA,SUSPICIOUS,"9/22/2019, 8:00 PM",SMALL LOCALIZED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/23/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"10/1/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"10/7/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"10/14/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/13/2020, 11:00 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/20/2020, 12:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"7/27/2020, 10:30 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/3/2020, 3:09 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/10/2020, 12:38 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/17/2020, 3:40 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/23/2020, 2:58 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"8/31/2020, 2:14 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/8/2020, 1:48 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/14/2020, 12:24 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/21/2020, 11:55 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"9/29/2020, 4:05 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"10/5/2020, 2:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3506,SHORE,"10/12/2020, 4:30 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/11/2018, 8:00 PM",SKA,NO BLOOM,"8/13/2018, 8:00 PM",NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3507,SHORE,"9/15/2018, 8:00 PM",SKA,NO BLOOM,,NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3507,SHORE,"7/20/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/11/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"9/2/2019, 8:00 PM",SKA,NO BLOOM,"9/4/2019, 8:00 PM",NOT REPORTED,ShoreBloom_Sample
0707SKA0193,0707SKA0193_3507,SHORE,"9/7/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"9/16/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"10/1/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"7/12/2020, 8:22 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"7/19/2020, 7:06 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"7/26/2020, 6:18 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/3/2020, 8:14 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/9/2020, 7:39 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/17/2020, 5:04 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/24/2020, 2:10 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"8/31/2020, 3:38 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"9/7/2020, 5:11 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"9/22/2020, 12:01 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"10/5/2020, 9:26 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3507,SHORE,"10/12/2020, 4:55 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/14/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/21/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/28/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/4/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/11/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/18/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/24/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"9/2/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"9/8/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"9/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/13/2020, 7:34 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/21/2020, 2:34 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"7/27/2020, 8:51 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/10/2020, 9:51 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/17/2020, 8:02 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"8/24/2020, 2:14 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"9/1/2020, 7:52 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3508,SHORE,"9/8/2020, 7:53 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/15/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/22/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/29/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/6/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/13/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/20/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/27/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/2/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/9/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/16/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/20/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/22/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"9/29/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"10/7/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"10/14/2019, 8:00 PM",SKA,NO BLOOM,,NO BLOOM PRESENT,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/14/2020, 1:24 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/21/2020, 2:00 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"7/28/2020, 12:13 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/4/2020, 12:15 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/10/2020, 1:09 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/11/2020, 1:10 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/12/2020, 1:18 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/18/2020, 1:00 PM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
0707SKA0193,0707SKA0193_3509,SHORE,"8/25/2020, 11:15 AM",SKA,NO BLOOM,,NOT REPORTED,HAB_Report
